9279,2685
8866,2697.16
8050,2805.33
4993,1940.86
8156,2574.02
4187,1379.59
12418,2915.14
13583,2913.51
13034,2895.81
10904,2867.78
9097,2551.88
7724,1775.1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11603,2906.79
1061,282.13
0,0
0,0
0,0
0,0
0,0
0,0
3661,91.74
11377,431.19
10269,418.36
0,0
0,0
0,0
0,0
0,0
0,0
6594,480.14
11261,1660.64
11227,1876.39
11677,1821.63
11758,1825.25
10790,1843.3
8855,1871.43
8980,1884.09
10974,1945.83
2566,1003.46
1621,867.88
1618,873.51
1578,852.76
1615,870.9
1556,889.1
1602,923.47
1567,873.16
1593,866.6
1593,889.26
1570,849.91
1580,853.39
1515,844.15
1553,894.39
1144,638.9
1301,699.96
1361,716.19
212,132.42
0,0
0,0
0,0
0,0
1350,228.68
1528,781.56
1469,774.7
1477,826.63
1506,856.64
1501,845.79
1530,836.32
1564,924.81
15018,1808.78
29761,2866.65
19038,2060.32
1520,844.11
1246,657.35
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2465,747.97
6998,2251.86
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41,7.58
694,153.17
2233,533.62
3848,870.69
4072,801.72
3566,633.22
0,0
2979,209.81
10178,583.27
9252,606.93
10928,596.09
9866,628.25
5883,375.65
"4,329",258.45
"6,565",536.83
5985,563.1
9164,580.79
"7,918",549.46
7470,511.37
6927,2436.12
5649,139.03
17649,441.7
17159,415.46
16925,404.41
18534,457.71
17698,464.72
16626,431.76
16038,432.14
17213,424.36
17272,389.82
14687,322.97
17162,377.34
15753,350.71
17312,398.34
17398,402.71
15822,349.42
16987,361.42
15880,337.76
18365,409.32
16288,378.01
16081,371.21
15182,355.2
16625,398.61
14909,358.82
14459,352.05
13271,327.07
13218,326.05
16957,417.94
17065,416.26
15837,379.5
16467,360.42
14456,323.78
17327,411.4
18385,416.31
17374,407.2
